unit_id,main_category,url
765575077,Internet_and_Telecom,adventurefeeds.com
765575079,Business_and_Industry,advertiserad.com
765575081,Arts_and_Entertainment,advetime.ru
765575085,Gambling,ae88.com
765575086,Health,aera-online.de
765575088,Business_and_Industry,aero.org
765575090,Business_and_Industry,aerofarms.com
765575091,Autos_and_Vehicles,aeromobil.com
765575092,Business_and_Industry,aerospace-technology.com
765575093,Science,aerospaceweb.org
765575097,Health,afb.org
765575101,Science,affectivelaboratory.org
765575102,Internet_and_Telecom,affiliateno1.com
765575103,Internet_and_Telecom,affiliateringtone.com
765575104,Internet_and_Telecom,affiliatetechnology.com
765575105,Business_and_Industry,affiliaxe.com
765575106,People_and_Society,affordablecremationaz.com
765575107,Science,affrc.go.jp
765575108,Internet_and_Telecom,afftrack.com
765575111,Arts_and_Entertainment,aflamonlinee.org
765575112,Science,afportal.ru
765575113,Computer_and_Electronics,afreecodec.com
765575116,Science,africarice.org
765575117,Shopping,afroditeantik.se
765575118,People_and_Society,afsp.org
765575119,News_and_Media,aftabir.com
765575120,Internet_and_Telecom,afternic.com
765575121,Career_and_Education,afterschoolafrica.com
765575122,Books_and_Literature,againstallgrain.com
765575123,Business_and_Industry,agate.ch
765575124,Recreation_and_Hobbies,agawak.com
765575126,Business_and_Industry,agcocorp.com
765575128,Beauty_and_Fitness,agenciatributaria.es
765575130,Gambling,aggaming.net
765575131,Shopping,agitateur-floral.com
765575133,Business_and_Industry,aglr.com
765575134,Business_and_Industry,agmarknet.nic.in
765575136,Career_and_Education,agr.hr
765575137,Business_and_Industry,agrarheute.com
765575138,Science,agri-convivial.com
765575139,Business_and_Industry,agricolacastelao.com
765575141,Science,agriculturejournals.cz
765575144,Business_and_Industry,agroparts.com
765575145,Business_and_Industry,agustawestland.com
765575148,Career_and_Education,ahead.org
765575149,Internet_and_Telecom,ahlalhdeeth.com
765575150,Business_and_Industry,ahyc.cn
765575151,Finance,aia-pt.com.hk
765575152,Business_and_Industry,aia.co.th
765575155,Sports,aiba.org
765575156,People_and_Society,aide-handicap.info
765575157,Law_and_Government,aids.gov.br
765575158,Health,aidsmap.com
765575159,Finance,aig.com
765575161,Internet_and_Telecom,aimeesmithportfolio.weebly.com
765575162,Career_and_Education,aipmt.nic.in
765575163,Shopping,air-closet.com
765575164,Shopping,airbase.ru
765575165,Travel,airbnb.jp
765575168,Business_and_Industry,airbushelicopters.com
765575169,Law_and_Government,airforce.com
765575170,Internet_and_Telecom,airlink.in
765575172,News_and_Media,airows.com
765575173,Autos_and_Vehicles,airportrentalcars.com
765575174,Recreation_and_Hobbies,airsoftgi.com
765575175,Recreation_and_Hobbies,airsoftmegastore.com
765575177,People_and_Society,aisf.or.jp
765575178,Computer_and_Electronics,aitc.jp
765575179,Science,aitc.sk.ca
765575180,Arts_and_Entertainment,aixia.cc
765575183,Sports,ajansspor.com
765575186,Sports,ajga.org
765575187,Science,akademiephg.ch
765575188,Finance,akbank.com
765575190,Arts_and_Entertainment,akitashoten.co.jp
765575191,Computer_and_Electronics,akosha.com
765575192,Shopping,akpool.de
765575193,Autos_and_Vehicles,akrapovic.com
765575194,News_and_Media,aktual.com
765575195,Business_and_Industry,akzonobel.com
765575196,Beauty_and_Fitness,al3abmakeup.com
765575197,Arts_and_Entertainment,alaan.tv
765575199,Autos_and_Vehicles,alarm.com
765575200,Sports,albertarelm.com
765575201,Career_and_Education,alc.co.jp
765575202,People_and_Society,alcoberro.info
765575203,Books_and_Literature,alcopa-auction.fr
765575205,Science,alcula.com
765575206,Arts_and_Entertainment,aldebaran.ru
765575208,Shopping,alertsystem.us.com
765575211,Health,alexandersokolmd.com
765575212,People_and_Society,alexandraint.com
765575213,Books_and_Literature,alfa.org
765575214,Health,alfabeta.net
765575215,Business_and_Industry,alfachina.cn
765575217,Finance,algorithmictrading.net
765575218,Business_and_Industry,algriumengraving.com
765575219,Arts_and_Entertainment,alhayat.tv
765575221,Games,ali213.net
765575224,Books_and_Literature,alice.it
765575225,Autos_and_Vehicles,align.com.tw
765575226,News_and_Media,alimero.ru
765575227,Shopping,alinea.fr
765575229,Shopping,alitrack.ru
765575230,Travel,alitrip.com
765575231,Shopping,alivehkone.com
765575232,Beauty_and_Fitness,aliwigs.com
765575233,Computer_and_Electronics,aliyun.com
765575234,Shopping,alkaramstudio.com
765575236,Health,all-4-woman.ru
765575237,People_and_Society,all-crime.ru
765575238,Science,all-fizika.com
765575240,Shopping,allakhazam.com
765575241,Games,allawar.net
765575242,Sports,allbasketball.org
765575244,Finance,allcoin.com
765575248,Books_and_Literature,allesebook.de
765575249,Sports,allezbriverugby.com
765575250,Sports,allfight.ru
765575251,Home_and_Garden,allflooringinfo.com
765575252,Food_and_Drink,allfood.pl
765575254,Recreation_and_Hobbies,allfreecrochetafghanpatterns.com
765575255,Arts_and_Entertainment,allfreefightvideos.com
765575256,Shopping,allheart.com
765575257,Shopping,allianceonline.co.uk
765575258,News_and_Media,allinmag.com
765575263,Reference,allpages.com
765575265,Books_and_Literature,allpoetry.com
765575266,Business_and_Industry,allposters.de
765575268,Shopping,allprimeproducts.com
765575269,Finance,allsup.com
765575270,Sports,allthebestfights.com
765575271,Career_and_Education,allthetests.com
765575272,Science,allthingsplants.com
765575273,Shopping,alltobid.com
765575275,Internet_and_Telecom,alluc.com
765575276,Books_and_Literature,allyoucanbooks.com
765575277,Reference,almaany.com
765575278,Sports,almountakhab.com
765575279,Reference,alnam.ru
765575280,Books_and_Literature,alomaliye.com
765575281,Games,alpha-wars4.com
765575282,People_and_Society,alphahistory.com
765575283,Games,alphawars1.com
765575284,Autos_and_Vehicles,alpine.co.uk
765575285,Autos_and_Vehicles,alpine.su
765575286,Pets_and_Animals,alpineinstitute.com
765575287,News_and_Media,alpinist.com
765575288,Sports,alpintech.pl
765575289,Shopping,alrosa.ru
765575290,Pets_and_Animals,alsa-hundewelt.de
765575291,Computer_and_Electronics,altera.com
765575292,Internet_and_Telecom,alternatehistory.com
765575294,Books_and_Literature,alternatifkitap.com
765575295,Arts_and_Entertainment,alternativateatral.com
765575299,Food_and_Drink,alviksmatbod.se
765575301,Internet_and_Telecom,alwaysnewstrend.com
765575302,Health,alwaystestclean.com
765575303,Shopping,alza.sk
765575304,Business_and_Industry,amac.us
765575305,Business_and_Industry,amagimetals.com
765575308,Reference,amap.com
765575309,Books_and_Literature,amarboi.com
765575311,Sports,amazinavenue.com
765575312,Shopping,amazon.cn
765575315,Beauty_and_Fitness,ambitiousbeauty.com
765575317,Pets_and_Animals,americanaquariumproducts.com
765575318,Autos_and_Vehicles,americanflyers.net
765575319,Health,americanlifestyle.com
765575320,People_and_Society,americanmafia.com
765575321,Recreation_and_Hobbies,americanrifleman.org
765575322,Shopping,americansignaturefurniture.com
765575324,Gambling,americanwins.com
765575325,Business_and_Industry,amexcards.com.tw
765575326,Finance,amfam.com
765575327,Business_and_Industry,amgen.com
765575328,Finance,amica.com
765575329,Gambling,amigobingo.com
765575330,News_and_Media,amindi.ge
765575331,Business_and_Industry,amm.com
765575332,Recreation_and_Hobbies,ammoseek.com
765575333,Recreation_and_Hobbies,ammunitiondepot.com
765575336,Autos_and_Vehicles,amovens.com
765575337,Reference,amparchives.com
765575340,Internet_and_Telecom,ampxchange.com
765575341,Health,amr.net
765575344,Beauty_and_Fitness,amsterdammarijuanaseeds.com
765575345,Autos_and_Vehicles,amsvans.com
765575347,Beauty_and_Fitness,amvbeautycare.gr
765575348,Home_and_Garden,ana-white.com
765575350,Home_and_Garden,analysys.cn
765575351,Health,analytical360.com
765575354,Games,anarchy-online.com
765575355,People_and_Society,anastasiadates.com
765575356,People_and_Society,anawenti.com
765575357,People_and_Society,ancestry.de
765575358,People_and_Society,ancestry.se
765575359,Reference,ancestrylibrary.com
765575360,People_and_Society,ancientegyptonline.co.uk
765575361,People_and_Society,ancientfaces.com
765575363,Computer_and_Electronics,andela.co
765575364,Books_and_Literature,andersonpens.com
765575367,Sports,andrewstoeten.com
765575368,News_and_Media,androidfantasy.com
765575369,Computer_and_Electronics,androidnewtab.com
765575370,News_and_Media,anewmode.com
765575371,Shopping,angelicpretty-usa.com
765575372,Adult,angelswifelovers.net
765575373,Books_and_Literature,anglingaddicts.co.uk
765575375,Games,angrybirdsoyna.com
765575377,News_and_Media,anima.dk
765575378,Pets_and_Animals,animal.ru
765575379,Pets_and_Animals,animalinyou.com
765575380,Arts_and_Entertainment,anime-planet.com
765575385,Arts_and_Entertainment,animesforever.com
765575387,Arts_and_Entertainment,animezone.pl
765575389,Business_and_Industry,anjuke.com
765575390,Internet_and_Telecom,ankieta-online.pl
765575391,Beauty_and_Fitness,annabelleswigs.co.uk
765575392,People_and_Society,annenbergfoundation.org
765575394,Shopping,anniversairedemariage.com
765575395,Beauty_and_Fitness,annmariegianni.com
765575401,Internet_and_Telecom,anonim.pro
765575402,Adult,anontop.com
765575403,Internet_and_Telecom,anony.ws
765575406,Computer_and_Electronics,anonysurfer.com
765575407,Career_and_Education,another71.com
765575409,Science,ans.org
765575413,Shopping,ansichtskartenversand.com
765575417,Autos_and_Vehicles,answers.clarisonic.com
765575420,Autos_and_Vehicles,answers.footlocker.com
765575422,Internet_and_Telecom,answers.google.com
765575423,Business_and_Industry,answers.hotshot.com
765575427,Internet_and_Telecom,answers.medchrome.com
765575434,Computer_and_Electronics,answers.softonic.cn
765575435,Computer_and_Electronics,answers.softonic.com.br
765575437,Computer_and_Electronics,answers.softonic.jp
765575438,Computer_and_Electronics,answers.softonic.pl
765575446,Games,answers.travian.com.au
765575447,Games,answers.travian.com.eg
765575448,Games,answers.travian.com.tr
765575455,Internet_and_Telecom,answersbd.com
765575456,Computer_and_Electronics,antaira.com
765575458,Computer_and_Electronics,anti-virus-download.com
765575460,Reference,antiek-encyclopedie.nl
765575461,Arts_and_Entertainment,antiekendesignsimons.nl
765575462,Recreation_and_Hobbies,antieksite.nl
765575463,Shopping,antiekvalentijn.com
765575464,Books_and_Literature,antik-stafl.cz
765575467,Business_and_Industry,antikhaliyikama34.com
765575468,Shopping,antikhirdeto.hu
765575469,Business_and_Industry,antikkapi.com.tr
765575470,Recreation_and_Hobbies,antikorak.hu
765575471,Books_and_Literature,antikvarium.hu
765575472,Recreation_and_Hobbies,antique-passion.blogspot.com.es
765575473,Business_and_Industry,antiquedaredes.com.br
765575475,Shopping,antiquemoney.com
765575478,Recreation_and_Hobbies,antiqueradiorepairs.ca
765575480,Shopping,antiquestoves.us
765575481,Internet_and_Telecom,antisteam.ru
765575482,Computer_and_Electronics,antivirus-help.com
765575484,Shopping,anumex.com
765575486,Health,anxietybc.com
765575489,Internet_and_Telecom,anype.com
765575490,Reference,anywho.com
765575491,Finance,anz.com
765575492,Computer_and_Electronics,anzhuoapk.com
765575493,Science,aoac.org
765575496,Business_and_Industry,aorc.fr
765575497,Beauty_and_Fitness,aoro.ro
765575499,Books_and_Literature,ap.gov.in
765575500,Reference,ap.wroc.pl
765575501,Business_and_Industry,ap1.biz
765575502,Computer_and_Electronics,apabi.com
765575503,People_and_Society,apajh.org
765575504,People_and_Society,apaonline.org
765575506,Shopping,apcofabrics.com
765575507,Health,apexlab.ru
765575508,Sports,apexmovement.com
765575511,Computer_and_Electronics,apiary.io
765575512,Career_and_Education,apiasf.org
765575513,Autos_and_Vehicles,apiculture.com
765575516,Science,apiservices.com
765575518,Arts_and_Entertainment,apliiq.com
765575519,Business_and_Industry,aplusbenefits.com
765575520,Science,aplusphysics.com
765575521,Science,apmep.fr
765575523,Health,apollopharmacy.in
765575524,Health,apotek1.no
765575525,Health,apotekhjartat.se
765575526,Health,apoteksgruppen.se
765575527,Beauty_and_Fitness,apoteksinfo.nu
765575528,Health,apotex.com
765575531,Food_and_Drink,appetitetheatre.com
765575532,Business_and_Industry,appliedmaterials.com
765575533,Games,appnana.com
765575535,Internet_and_Telecom,appnexus.com
765575536,Computer_and_Electronics,appround32.com
765575539,Computer_and_Electronics,appscase.com
765575542,Computer_and_Electronics,appshopper.com
765575543,Books_and_Literature,apress.com
765575545,Career_and_Education,aprima.com
765575546,Business_and_Industry,aps.com
765575551,Career_and_Education,apteachers.in
765575552,Health,aptekagemini.pl
765575553,Gambling,apuesta24.com
765575558,Internet_and_Telecom,aquariacentral.com
765575559,Pets_and_Animals,aquariumplants.com
765575560,Recreation_and_Hobbies,aquaticabyseaworld.com
765575561,Pets_and_Animals,aquaticcommunity.com
765575562,Pets_and_Animals,aquaticplantcentral.com
765575563,Pets_and_Animals,aquaticquotient.com
765575565,Computer_and_Electronics,arabic-keyboard.org
765575571,Food_and_Drink,aramark.cz
765575572,Business_and_Industry,aramex.com
765575573,Business_and_Industry,araskargo.com.tr
765575574,Law_and_Government,arbenefits.org
765575575,Career_and_Education,arbetsformedlingen.se
765575576,Beauty_and_Fitness,arbonne.com
765575578,Arts_and_Entertainment,archdaily.cn
765575580,Beauty_and_Fitness,archeage.jp
765575582,Arts_and_Entertainment,archgo.com
765575586,Arts_and_Entertainment,archinform.net
765575587,Arts_and_Entertainment,archiportale.com
765575588,Career_and_Education,archirabat.com
765575589,Arts_and_Entertainment,architectes.org
765575592,Arts_and_Entertainment,architectureartdesigns.com
765575593,Arts_and_Entertainment,architecturelab.net
765575594,Arts_and_Entertainment,architecturendesign.net
765575595,Arts_and_Entertainment,architettiroma.it
765575599,Reference,archives-aube.fr
765575600,Reference,archives-departementales.com
765575601,Reference,archives-francaises.fr
765575604,Reference,archives-lyon.fr
765575605,Reference,archives.bg
765575607,Reference,archives16.fr
765575608,Reference,archives18.fr
765575609,Reference,archives32.fr
765575612,Business_and_Industry,archives57.com
765575614,Reference,archiveshub.ac.uk
765575615,Reference,archivesnationales.gouv.ht
765575617,Reference,archivistes.org
765575620,Computer_and_Electronics,archlinux.org
765575621,Reference,archnet.org
765575623,Sports,arcol-rugby.com
765575624,Sports,ardent-peche.com
765575625,Business_and_Industry,area-codes.com
765575626,Computer_and_Electronics,areaconnect.com
765575628,Games,arenavalue.com
765575629,Autos_and_Vehicles,arguscarhire.com
765575630,Shopping,arhaus.com
765575631,Games,arianeb.com
765575632,Books_and_Literature,arihantbooks.com
765575634,Sports,arizonarugby.org
765575636,News_and_Media,armeniantales.narod.ru
765575637,Health,armonianaturii.ro
765575638,Law_and_Government,armor.kiev.ua
765575639,Shopping,armorcast.com
765575640,Games,armoredpenguin.com
765575642,Finance,armstrongeconomics.com
765575643,Law_and_Government,army.gr
765575645,Health,arokayasdk.com
765575646,Travel,aroundme.com
765575647,Shopping,arpin.ir
765575648,Arts_and_Entertainment,arqa.com
765575649,Arts_and_Entertainment,arquimaster.com.ar
765575650,Business_and_Industry,arquinauta.com
765575651,Business_and_Industry,arrayit.com
765575652,Arts_and_Entertainment,arrow-tv.ru
765575653,Sports,arrowheadpride.com
765575655,Health,ars-med.lv
765575658,Arts_and_Entertainment,art-4-home.com
765575659,Home_and_Garden,art-pen.ru
765575660,Beauty_and_Fitness,artenocorpo.com
765575662,Health,arthritis.org
765575663,Reference,articlesaz.com
765575665,Arts_and_Entertainment,artistwebsites.com
765575666,Arts_and_Entertainment,artivity.gr
765575667,Arts_and_Entertainment,artmajeur.com
765575668,Career_and_Education,artnindia.com
765575670,Arts_and_Entertainment,artpal.com
765575672,Internet_and_Telecom,aruba.it
765575673,Business_and_Industry,arup.com
765575674,Science,arvalisinstitutduvegetal.fr
765575675,People_and_Society,arxiudefolklore.cat
765575676,Sports,asa.com
765575678,Health,ascensionhealth.org
765575679,Health,ascopubs.org
765575680,Recreation_and_Hobbies,asecc.com
765575681,News_and_Media,asekose.am
765575682,Autos_and_Vehicles,asenseofhumordriving.com
765575683,Games,aseveljet.net
765575685,People_and_Society,asharimaturidiahlusunnah.wordpress.com
765575686,Sports,ashbridgesvolleyball.com
765575687,Business_and_Industry,ashland.com
765575691,Career_and_Education,asia.edu.tw
765575692,Books_and_Literature,asianfanfics.com
765575693,Business_and_Industry,asianmetal.com
765575694,Home_and_Garden,asianpaints.com
765575697,Science,askamathematician.com
765575698,Health,askapatient.com
765575700,Internet_and_Telecom,askgeta.com
765575701,Business_and_Industry,askgfk.com
765575702,Career_and_Education,askjan.org
765575704,Reference,askowen.info
765575706,Career_and_Education,askwaltstollmd.com
765575707,Business_and_Industry,asmclk.com
765575708,Sports,asmespoirs-rugby.fr
765575709,Health,aspag.it
765575710,Health,aspendentaljobs.com
765575712,Internet_and_Telecom,asrai.org
765575713,Science,asrb.org.in
765575714,People_and_Society,assabile.com
765575717,Health,assistedseniorliving.net
765575718,Home_and_Garden,associateliving.com
765575720,Health,asthmanomore.blogspot.com
765575722,Beauty_and_Fitness,astratraining.ro
765575725,Arts_and_Entertainment,astroarts.co.jp
765575726,Science,astrobio.net
765575727,Science,astroclub.kiev.ua
765575728,Science,astrojem.com
765575730,Science,astromart.com
765575731,People_and_Society,astromystik.ru
765575732,Science,astronews.com
765575735,Internet_and_Telecom,asuaq.com
765575737,Shopping,atao-shop.jp
765575739,Gambling,atdhe.mx
765575741,Sports,athletexchange.com
765575742,Business_and_Industry,athome.co.jp
765575746,Sports,atlantafalcons.com
765575747,Recreation_and_Hobbies,atlanticcigar.com
765575748,Recreation_and_Hobbies,atlanticfirearms.com
765575749,Career_and_Education,atlantictraining.com
765575750,Autos_and_Vehicles,atlaschoice.com
765575752,Autos_and_Vehicles,atlib.ru
765575754,Health,atmentalhealth.jp
765575755,Home_and_Garden,atmine.com
765575757,Internet_and_Telecom,atmospherejs.com
765575760,Shopping,atoz2u.com
765575762,Health,atriushealth.org
765575763,Gambling,atv.az
765575764,Career_and_Education,atv.pe
765575769,Arts_and_Entertainment,audioz.eu
765575770,Books_and_Literature,auditoriaswireless.net
765575774,News_and_Media,aura.ge
765575775,Career_and_Education,ausetute.com.au
765575776,Sports,ausfish.com.au
